source,metric,human_n,human_mean,human_std,machine_n,machine_mean,machine_std,shapiro_p_human,shapiro_p_machine,t_statistic,t_p_value,u_statistic,u_p_value,cohens_d,effect_size
fakebr,dictionary_coverage,14,72.97494580260884,5.263988451975642,14,70.9671717707212,2.670851003583081,0.509133866363897,0.7281212580551883,1.2726850972257513,0.2143934263310812,128.0,0.17527213921127915,0.4810297520796283,small
fakebr,function (Function Words),14,46.79296761828995,3.713352104599851,14,43.42851797015974,1.143885582033784,0.7834427541652007,0.37378923476149895,3.2398591852040703,0.00326321206942699,161.0,0.004082315868979593,1.2245516695597607,large
fakebr,pronoun (Pronouns),14,19.419468708243468,3.2018169838494863,14,16.25782558316208,1.9021290815398528,0.25055598968308834,0.8796749299732775,3.176456465336142,0.0038190040168676466,151.0,0.015854266897989498,1.2005876939575275,large
fakebr,ppron (Personal Pronouns),14,11.426204835402627,2.3878872403056723,14,8.608595192836066,0.9152575621356439,0.7004102261387197,0.18824165010394894,4.1225493894963,0.0003393990574125164,167.0,0.0016447784088197317,1.5581772074554805,large
fakebr,i (I),14,0.8189491066815949,1.137571245051294,14,0.025510204081632654,0.09545044354015154,0.0008939999774418351,2.1898473488433645e-07,2.600611333391309,0.015147938578310906,136.0,0.023493984602129057,0.9829386921270697,large
fakebr,we (We),14,0.19751536858711405,0.3475339663863092,14,0.21815530958120158,0.1974947673184838,8.22608300214905e-05,0.0006460349431027719,-0.1931993981282193,0.8483041394938254,81.0,0.4007109625341868,-0.07302250869923227,negligible
fakebr,you (You),14,0.9192913024859519,0.7325590745526834,14,0.4934183734276088,0.6110808431233483,0.03035291155036442,0.004446584957489751,1.6703536113132311,0.1068462783582455,141.0,0.048952030339545434,0.6313343224390648,medium
fakebr,shehe (SheHe),14,8.780555654061269,2.0652005701252727,14,7.2224337120910205,0.9151451066083156,0.5474104550242653,0.024785534858856217,2.580905385134826,0.01584936227726461,149.0,0.020321527411057402,0.9754905437791608,large
fakebr,they (They),14,1.8377206298371118,1.1065754166650734,14,1.5447715615591593,0.6459066228059809,0.996837548308795,0.9160480601261196,0.8554775996788385,0.4001019274028592,113.5,0.4905691312298234,0.3233401401338109,small
fakebr,ipron (Impersonal Pronouns),14,15.347229159017726,2.51699304499159,14,14.388987971091748,1.9759063365794185,0.6844364293230378,0.9652802932556022,1.1204702462946456,0.2727568952035154,124.0,0.24133124222644808,0.4234979461632748,small
fakebr,article (Articles),14,14.559789786115607,2.691419618794055,14,14.647370754002948,2.2466547394798737,0.649286522639541,0.13547761624410726,-0.0934709522280432,0.9262459970778597,90.0,0.7303893910726622,-0.035328699200543,negligible
fakebr,prep (Prepositions),14,18.717579688988547,3.34373448093196,14,20.436282354934292,2.4760311363238254,0.653854737532588,0.04560858373708392,-1.5456104547499159,0.13428496368138168,68.5,0.18264173394516614,-0.5841858410071039,medium
fakebr,auxverb (Auxiliary Verbs),14,4.209416043037589,1.7917397776702504,14,3.389594644956032,1.1486800638466386,0.3517188550988559,0.3193034341370343,1.4412651391993154,0.16144626323212327,121.0,0.3012190100323505,0.5447470188040398,medium
fakebr,adverb (Adverbs),14,10.462029418554211,2.5309997036512177,14,9.263807348149998,1.7018397226563586,0.33699626575032793,0.7752332293426065,1.4699686659888507,0.15356861198227645,127.0,0.1903620311330284,0.5555959321805527,medium
fakebr,conj (Conjunctions),14,7.590043093034042,2.14463343647792,14,8.996584114823813,1.253508214806257,0.9960036263100388,0.20625193264056585,-2.118595072262002,0.04383927017307696,57.0,0.06276097745480774,-0.8007536700074533,large
fakebr,negate (Negations),14,2.583217031739919,1.691481041733005,14,1.247388813217126,0.6800520132005647,0.3973996557807389,0.9379469588179041,2.741647637745687,0.010912384681022158,144.5,0.03452529925181969,1.0362454045775409,large
fakebr,verb (Verbs),14,11.218531855884388,3.222694018763712,14,7.693592887291183,2.2889913723619415,0.5483720703606473,0.04458541681769106,3.336585789894054,0.0025626246472689683,158.0,0.0062449393872249835,1.2611108897273822,large
fakebr,adj (Adjectives),14,3.2128679953492116,2.0423893937625763,14,4.815197622280619,1.2303961844476505,0.2390395410646311,0.22990369633718072,-2.514443558196995,0.0184438905937657,44.0,0.013963504288693081,-0.950370334385373,large
fakebr,compare (Comparisons),14,1.7830540816053522,0.9506404483165264,14,1.5679571518894442,0.6405789425403322,0.01211934227757205,0.0003103342696475413,0.7020868769987766,0.4888630761417903,113.0,0.5051985674298949,0.2653638964715367,small
fakebr,interrog (Interrogatives),14,4.028987385904679,1.5481879884498733,14,4.458488785732776,1.286066133693643,0.4737628760199478,0.2676833752459673,-0.7984641200877871,0.4318345706313459,78.0,0.3701980812474539,-0.3017910703657567,small
fakebr,number (Numbers),14,2.7104239787978144,1.1864740064301285,14,2.901574347091167,0.87512256649427,0.5977400656571306,0.16123748490627532,-0.4851246394218992,0.6316505441938479,78.5,0.3825947281400598,-0.1833598786828895,negligible
fakebr,quant (Quantifiers),14,1.6746894669822285,0.8124560008994614,14,0.9860927231616606,0.669505195020397,0.5242806741406814,0.5495380955369272,2.447349608033174,0.021457401280010027,150.0,0.01796661080755547,0.9250112048695973,large
fakebr,affect (Affect),14,4.330946643128718,2.1569577027680995,14,5.155180934564368,1.89603020378108,0.7556029023793458,0.6617660912080322,-1.0738812134089772,0.29274179803955064,84.0,0.5350644544782063,-0.4058889469006336,small
fakebr,posemo (Positive Emotions),14,1.7378402521354723,1.383147920572553,14,2.426938120828602,0.8116119934081415,0.24846982779702248,0.8472539300263409,-1.6077751009493626,0.1199619751277862,54.5,0.04812180868729199,-0.6076818687476829,medium
