source,metric,human_n,human_mean,human_std,machine_n,machine_mean,machine_std,difference,abs_difference,u_statistic,u_p_value,cohens_d,effect_size,significant_005,significant_001,characteristic_of
faketruebr,sexual (Sexual),10,0.2272727272727273,0.681818181818182,10,0.0,0.0,0.2272727272727273,0.2272727272727273,55.0,0.36812025069351895,0.47140452079103157,small,False,False,human
faketruebr,certain (Certainty),10,1.3199828429344593,1.3131817510006778,10,0.9088217198979425,0.4509671255321219,0.41116112303651686,0.41116112303651686,56.5,0.6489134622152116,0.41878784133770613,small,False,False,human
faketruebr,differ (Differentiation),10,2.8347426422405997,2.1302398566892675,10,2.1878073451321556,0.6948192852979815,0.6469352971084441,0.6469352971084441,55.0,0.7336336437678685,0.40831364703303663,small,False,False,human
faketruebr,body (Body),10,0.24986709197235513,0.6071089732272498,10,0.08737185461323393,0.13598712766472187,0.1624952373591212,0.1624952373591212,48.0,0.8815356492284376,0.36936755444370883,small,False,False,human
faketruebr,death (Death),10,0.25,0.75,10,0.06204221506712611,0.12575344023150029,0.1879577849328739,0.1879577849328739,46.0,0.6704052955096476,0.34953727025088127,small,False,False,human
faketruebr,feel (Feel),10,0.2701252236135957,0.5467421465005835,10,0.44087458774380917,0.47544756183312575,-0.17074936413021347,0.17074936413021347,34.0,0.186009244408745,-0.3332758203368812,small,False,False,machine
faketruebr,negate (Negations),10,1.2060238167223785,1.1715345493672527,10,0.9230061635543765,0.5459580952591685,0.283017653168002,0.283017653168002,51.0,0.9698045577720108,0.3096685043899891,small,False,False,human
faketruebr,reward (Reward),10,3.3021811895882216,1.879146910527679,10,2.822119347784326,1.2399889528517787,0.48006184180389555,0.48006184180389555,62.0,0.3846730627355087,0.30155121027322995,small,False,False,human
faketruebr,affiliation (Affiliation),10,2.073528141559369,1.767819030314784,10,1.6650862806019553,0.7788934755751933,0.40844186095741386,0.40844186095741386,52.0,0.9096880762234906,0.2990078711451757,small,False,False,human
faketruebr,relativ (Relativity),10,13.046958076982097,6.054701544338026,10,14.400971826504621,2.25946790584102,-1.3540137495225242,1.3540137495225242,39.0,0.4273553138978077,-0.2963015190003066,small,False,False,machine
faketruebr,discrep (Discrepancies),10,1.698494323188429,1.4784885625065016,10,1.361087153561293,0.6605830372597563,0.3374071696271361,0.3374071696271361,54.0,0.7912601064031788,0.29466479476035146,small,False,False,human
faketruebr,ingest (Ingest),10,0.35598642483587406,0.7449623945397922,10,0.514110347768006,0.24059566290978357,-0.15812392293213196,0.15812392293213196,21.0,0.027719200724510198,-0.28564960343566015,small,True,False,machine
faketruebr,posemo (Positive Emotions),10,2.3709816760455498,1.9104199937699629,10,2.797797329398737,1.0199820631286889,-0.42681565335318705,0.42681565335318705,35.0,0.27285596848712856,-0.27871848234466506,small,False,False,machine
faketruebr,they (They),10,1.8906449143282766,1.4932971243733293,10,1.5841668079964797,0.5778822206584427,0.30647810633179695,0.30647810633179695,56.0,0.6774705127728922,0.27068566287377394,small,False,False,human
faketruebr,female (Female),10,0.8723776223776223,2.371836465789932,10,0.487576353770155,0.5904618731378242,0.3848012686074673,0.3848012686074673,26.0,0.057687166132851166,0.2226433211319753,small,False,False,human
faketruebr,shehe (SheHe),10,6.856949262371091,2.746857834063337,10,7.329462267500864,1.2226856938829083,-0.47251300512977235,0.47251300512977235,45.0,0.7337299956962472,-0.2222491079918405,small,False,False,machine
faketruebr,number (Numbers),10,2.4726947772769767,1.985842273058326,10,2.153520034749405,0.6318536207499161,0.3191747425275717,0.3191747425275717,47.0,0.8500510248972775,0.2165998608975694,small,False,False,human
faketruebr,time (Time),10,6.3284952349598464,3.562764522771786,10,5.724049821176555,1.985199082995784,0.6044454137832913,0.6044454137832913,53.5,0.8205295061094116,0.2095896032642867,small,False,False,human
faketruebr,focusfuture (Future Focus),10,1.4005266710670015,1.7179737740745347,10,1.130602434649029,0.6060595111659071,0.26992423641797236,0.26992423641797236,43.0,0.6218631587267847,0.2095415404289583,small,False,False,human
faketruebr,focuspast (Past Focus),10,1.2509018219055583,1.35277848615707,10,1.1030173854765433,0.5672763419908742,0.14788443642901505,0.14788443642901505,43.0,0.622652636570054,0.1425723466090875,negligible,False,False,human
faketruebr,ipron (Impersonal Pronouns),10,13.534368066121653,3.170738013782294,10,13.198911132013583,1.4372513069538553,0.33545693410806976,0.33545693410806976,51.0,0.9698499769931556,0.13627416359232516,negligible,False,False,human
faketruebr,tentat (Tentative),10,1.9343082722127298,1.0843489488149574,10,2.0412526218249587,0.9607222038807274,-0.10694434961222887,0.10694434961222887,46.0,0.7913367801006604,-0.10439683559412395,negligible,False,False,machine
faketruebr,bio (Biological Processes),10,0.9077531097525983,0.9522087894393642,10,0.9129354029548009,0.5229975910829371,-0.005182293202202648,0.005182293202202648,45.0,0.732761746219767,-0.0067461192030066,negligible,False,False,machine
faketruebr,assent (Assent),10,0.17061119021251908,0.26593980064296147,10,0.16986635108490014,0.22452465894195622,0.0007448391276189403,0.0007448391276189403,48.0,0.8941551428492122,0.003026510053749017,negligible,False,False,human
